repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
scribejava/scribejava,Java,8,0,0.103655793,9.841666667,4.775,1,0.130458077,0.981481481,0,1,31874,70,project
Waikato/moa,Java,11,1,0.252785294,9.083333333,0.46969697,1,0.021645065,0.966037736,0,1,249090,70,project
brokersquare/juju,Scala,1,0,0.03885945,28.75,6.25,1,0,1,0,0,7618,30,project
henridf/apache-spark-node,JavaScript,1,1,0.569242162,6,1.454545455,1,0,1,0.142857143,0,3490,50,project
howdyai/botkit,TypeScript,13,1,0.040252038,57.9,0.283333333,1,0,0.988958991,0.681258383,1,186742,60,project
shekhargulati/52-technologies-in-2016,JavaScript,1,0,0.310401652,4.594594595,1.405405405,1,0,1,0,0,284560,40,project
ruby/spec,Ruby,39,0,0.01575067,84.37414966,0.693877551,1,0.947929152,0.998417722,0.857142857,1,370062,70,project
yarpc/yarpc-go,Go,10,0,0.213648805,37.72727273,6.290909091,1,0,0,0.526315789,1,245340,65,project
pypa/setuptools,Python,22,1,0.25350999,38.05769231,1.884615385,1,0.156102151,0.997678019,0.677419355,1,84964,80,project
IBM-Swift/Kitura-net,Swift,13,1,0.119012518,12.93333333,1.2,1,0.385577392,0.99787234,0.666666667,1,65734,80,project
karmats/gocd-monitor,JavaScript,2,1,0.032113518,5.87037037,0.259259259,1,0,0.990291262,0.399470316,0,28512,40,project
akofman/cordova-plugin-add-swift-support,JavaScript,1,1,0.0626703,1.810810811,1.297297297,1,0,0.837837838,0.916666667,0,688,20,project
linagora/jmap,Makefile,1,0,0.001039917,14.5625,0.0875,1,0,1,0,0,24976,30,project
hoodiehq/hoodie-account-server,JavaScript,12,1,0.024353448,12.48148148,3.333333333,1,0,0.968115942,0.571428571,1,9054,60,project
DroidPluginTeam/DroidPlugin,Java,3,0,0.194227701,4.392156863,7.960784314,1,0,0.988095238,0,0,55558,40,project
TaylanTatli/Moon,HTML,2,0,0.031462371,7.111111111,11,1,0,0.776119403,0,0,15392,30,project
ansible/ansible-container,Python,5,1,0.082128934,31.70588235,15,1,0.012219096,0.989424207,0.066666667,1,77226,80,project
ielizaga/uptime,CSS,3,0,0.035823547,1.619047619,0.19047619,1,0,1,0,0,19540,10,project
treasure-data/digdag,Java,7,1,0.035628983,64.46551724,6.706896552,1,0.329825894,0.955624355,0.193259972,0,204302,70,project
WASdev/sample.aws,Java,3,0,0.136155606,11,0.333333333,1,0.020289855,1,0,0,1510,50,project
opencv/opencv,C++,36,0,0.13463536,235.5483871,0,1,0.041680749,0,5.32E-05,0,4115560,60,project
mattbostock/webdriver_exporter,Go,1,0,0.213489139,10.5,2.5,1,0,0.666666667,0,0,32442,40,project
Yelp/twisted_s3,Python,2,1,0.209876543,22,0,1,0.482804233,1,0,0,1792,45,project
artsy/Swift-at-Artsy,Swift,2,0,0.252016129,9.153846154,0.230769231,1,0,1,0,0,7420,40,project
wildfly/wildfly-openssl,Java,2,0,0.26377345,6.193548387,0.548387097,1,0.144045041,0.989130435,0,1,24802,50,project
deathowl/go-metrics-prometheus,Go,7,1,0.029325513,0.840909091,0.113636364,1,0,0.92,1,0,662,40,project
davecheney/httpstat,Go,4,1,0.057040998,7,2.434782609,1,0,0.96835443,0.5,1,1058,40,project
kovidgoyal/kitty,Python,1,0,0.066094166,129.2173913,0.391304348,1,0.021806968,0.988929889,0.125,0,359098,50,project
vim-syntastic/syntastic,Vim script,17,0,0.237894869,19.97744361,0.248120301,1,0,0.994539782,0,1,24270,60,project
nuxt/nuxt.js,JavaScript,9,0,0.059359482,110.9347826,7.434782609,1,0,0,0.54047619,1,82592,55,project
civisanalytics/civis-python,Python,14,1,0.209111984,11.76086957,1.543478261,1,0.447624565,0.99690881,0.901086335,0,66868,80,project
erlang-lager/lager,Erlang,13,1,0.104027885,9.327272727,1.972727273,1,0,0.996441281,0,1,23134,60,project
NYU-CS6313-Fall16/Email-Net-Over-Time-4,Java,3,0,0.080634921,0,0,1,0,1,0,0,2896,15,project
SaschaIoT/HttpWebcamLiveStream,C#,2,0,0.050592034,1.057142857,0.085714286,1,0,1,0,0,3528,10,project
caseycesari/GeoJSON.js,JavaScript,3,1,0.035114504,1.807228916,0.385542169,1,0,0.952380952,0.777777778,1,2528,20,project
torodb/build-tools,Shell,3,1,0.015127389,2.684210526,0,1,0,1,1,0,2474,15,project
hashicorp/packer,Go,60,0,0.171608806,180.247191,5.02247191,1,0,0,0.617633247,1,4083508,65,project
apache/couchdb-pkg,Shell,3,1,0.477507872,2.820512821,0.820512821,1,0,1,1,0,9292,30,project
MithrilJS/mithril.js,JavaScript,12,1,0.030904625,46.88,2.093333333,1,0,0.980920314,0.015885624,1,75760,60,project
apache/openwhisk-package-alarms,JavaScript,5,1,0.179174484,3.8,1.022222222,1,0,0.994065282,0.216216216,0,7000,70,project
apache/openwhisk,Scala,30,1,0.202072406,52.18518519,4.851851852,1,0,0,0.467065868,0,187122,65,project
chainer/chainer,Python,26,1,0.179730536,477.03125,0.1875,1,0.419399738,0,0.357142857,0,374056,75,project
apache/sling-site,HTML,10,0,0.144164434,26.13157895,1.236842105,1,0,0.976744186,0,0,4783532,60,project
ZoranPandovski/design-patterns,Java,72,0,0.086924763,29.82758621,1.448275862,0,0.004996299,0.99851632,0,0,32500,60,project
apache/guacamole-server,C,3,0,0.522127138,28.34482759,2.594827586,1,0.040116353,0.976491863,0,0,67792,50,project
bitcoin/bitcoin,C++,26,1,0.085554724,194.6363636,4.159090909,1,0.180009964,0,0,0,867836,65,project
liquibase/liquibase,Java,11,1,0.127739263,61.08148148,1.733333333,1,0.134077013,0.857479388,0,1,281332,70,project
libgit2/libgit2,C,17,0,0.17020433,93.8943662,1.767605634,1,0.028437437,0,0.947368421,0,447854,75,project
mikeobrien/HidLibrary,C#,4,0,0.049686502,0.891666667,0.708333333,1,0.084701055,0.950819672,0,1,32132,20,project
elastic/elasticsearch,Java,51,0,0.149425727,430.1653543,0,1,0.158213894,0,0,1,4312022,60,project
rails/jbuilder,Ruby,15,1,0.083567698,6.447619048,2.580952381,1,0.603655054,0.958448753,0.518518519,1,4562,80,project
swagger-api/swagger-core,Java,12,0,0.089372705,35.33027523,4.706422018,1,0.325197876,0.956218905,0.1125,0,127486,80,project
GeoLatte/geolatte-geom,PLpgSQL,1,1,0.468914946,5.130841121,0.448598131,1,0,0.992063492,0,1,59968,40,project
cyrilmottier/GreenDroid,Java,3,0,0.041215537,1.815789474,0.526315789,1,0,0.730769231,0,0,306928,10,project
oneclick/rubyinstaller,Ruby,3,0,0.120493827,8.4,3.1,1,0,0.952941176,0,0,10686,40,project
swagger-api/swagger-codegen,HTML,84,1,0.198789726,101.2636364,0,1,0,0,0,1,1408752,50,project
buchen/portfolio,Java,2,0,0.026909212,33.96039604,11.13861386,1,0.188583752,0.977730647,0.023809524,1,420564,50,project
lehoff/chronos,Erlang,4,0,0.088057901,0.635416667,0.0625,1,0,0.916666667,0,1,1512,20,project
basho/riak_search,Erlang,8,1,0.140258351,35.17582418,0.263736264,1,0,0.996491228,0,0,22496,60,project
Grailsrocks/grails-functional-test,Groovy,1,0,0.194221509,3.6,0.266666667,1,0,0.833333333,0,0,5020,40,project
alphabetum/pandoc-ruby,Ruby,2,1,0.130872483,2.296875,0.2265625,1,0.522981366,0.9,0.1,0,2072,40,project
JFXtras/jfxtras-labs,Java,3,1,0.29730743,24.78378378,0.77027027,1,0.01903172,0.984126984,0.416666667,1,41234,60,project
hierynomus/sshj,Java,5,0,0.289211605,7.293650794,3.73015873,1,0.143837902,0.982638889,0.441176471,1,46106,80,project
techtraits/folsom,Erlang,1,0,0.307945657,18.9,0,1,0,0,0,1,3362,30,project
unboxed/be_valid_asset,Ruby,3,0,0.006779661,1.640449438,0.146067416,1,0.62020202,1,0,1,2930,20,project
marianoguerra/efene,Erlang,1,0,0.086652478,10.625,0.640625,1,0,1,0,0,6008,40,project
DefinitelyTyped/DefinitelyTyped,TypeScript,3746,1,0.514514205,748.8315789,0,1,0,0,0,0,5217544,50,project
andygibson/datafactory,Java,1,0,0.260869565,1.661016949,0.101694915,1,0.13921747,0.722222222,0,0,2720,30,project
hawtio/hawtio,Java,6,0,0.12313013,94.8172043,0.924731183,1,0.178523309,1,0.2,1,42088,80,project
vkostyukov/la4j,Java,5,1,0.279927292,12.15492958,2.704225352,1,0.299462484,0.947619048,0,1,27730,70,project
phlipper/chef-monit,Ruby,6,1,0.043176972,5.043478261,0.369565217,1,0.484018265,0.947368421,0.866666667,0,3590,70,project
syed/erlcscope,Erlang,2,0,0.171641791,0.897959184,0.06122449,1,0,1,0,0,888,20,project
justquick/django-human-datetime,Python,2,0,0.127192982,0.205128205,0,1,0.064102564,0.666666667,0,0,398,25,project
gsathya/Polkabot,Ruby,2,0,0,3.875,0,1,0,1,0,0,258,25,project
apache/cordova-cli,JavaScript,26,0,0.030680021,13.84693878,1.275510204,1,0,0.992606285,0.252212389,0,18388,60,project
ratpack/ratpack,Java,7,0,0.349306814,49.88235294,8.932773109,1,0.042806875,0.984090909,0.153061224,0,163052,80,project
ecomfe/esl,JavaScript,1,0,0.193056596,5.058823529,1.044117647,1,0,1,1,1,30170,50,project
quarnster/completion,Go,1,1,0.027315382,8.806451613,0.64516129,1,0,0.933333333,0,0,65094,30,project
pinry/pinry,Python,3,0,0.032258065,7.85,1.47,1,0.122015915,0.993243243,0.375,1,12780,50,project
spmjs/grunt-scp,JavaScript,5,0,0.111764706,0.636363636,0.378787879,1,0,0.882352941,0.1,1,604,50,project
jboss-fuse/fuse,HTML,11,0,0.06361473,68.15178571,0.160714286,1,0,1,0,1,76336,50,project
glyptodon/guacamole-client,Java,4,0,0.510338112,45.96581197,3.811965812,1,0.016384718,1,0.237837838,0,141810,60,project
vsn4ik/bootstrap-checkbox,JavaScript,1,0,0.048070413,3.682926829,0.390243902,1,0,0.944444444,0.727272727,1,2812,40,project
arjantijms/jaspic-capabilities-test,Java,1,0,0.271186441,1.5,0.25,1,0.329353234,1,0,0,3182,30,project
samaaron/sonic-pi,Ruby,14,1,0.160498132,102.5294118,15.62352941,1,0.235382879,0.985801217,0.060810811,0,7560124,80,project
samlown/restfulness,Ruby,1,1,0.051194539,2.085106383,0.042553191,1,0.656710914,0.95,0.857142857,1,6672,30,project
rombert/desktop-maven-notifier,Java,4,1,0.327748691,1.238095238,0.166666667,1,0.054545455,1,0,1,1284,30,project
addthis/stream-lib,Java,15,1,0.241589696,3.821782178,0.603960396,1,0.40825052,0.924855491,0,1,17900,70,project
influxdata/influxdb,Go,38,1,0.061966597,383.247191,0,1,0,0,0.198198198,0,1271236,50,project
aosabook/500lines,JavaScript,17,0,0.185543001,84.53846154,1.58974359,1,0,0.932160804,0,0,221718,60,project
miaoski/amis-data,Python,1,0,0.010208817,7.448275862,0.034482759,1,0,1,0,0,12798,30,project
OpenCover/opencover,C#,4,1,0.091478374,12.65178571,5.767857143,1,0.441438008,0.994991653,0.875,0,402168,60,project
apache/airavata,Java,14,1,0.104645385,84.23636364,2.336363636,1,0.01274252,0.905109489,0.062857143,1,2620078,80,project
dropwizard/metrics,Java,10,1,0.150929239,24.36036036,5.306306306,1,0.487266553,0.994497937,0,1,58844,70,project
apache/qpid-dispatch,Python,9,1,0.175491752,33.69512195,10.15853659,1,0.506456023,0.978658537,0.358584785,1,273214,80,project
suitcss/utils-size,CSS,2,1,0.121136174,2.196428571,0.446428571,1,0,1,0.666666667,1,2104,30,project
squeryl/squeryl,Scala,3,1,0.173198317,6.841269841,1.015873016,1,0,0.94980695,0.6,1,25148,50,project
datacleaner/DataCleaner,Java,6,1,0.255112101,48.23741007,7.136690647,1,0.189717434,1,0,0,302204,70,project
dropbox/PyHive,Python,14,1,0.106785742,2.205128205,2.935897436,1,0.05904059,0.801204819,0,1,23404,50,project
jacoborus/wiretree,JavaScript,1,1,0.149769585,4,1,1,0,1,0.5,0,2952,50,project
ruby/rake,Ruby,4,0,0.114502438,12.35885167,0.631578947,1,0.093914661,0.976982097,0.5,1,19612,60,project
jakobadam/packer-qemu-templates,Batchfile,2,0,0.058717579,2.783783784,0.216216216,1,0,0.96,0.103448276,0,5226,20,project
kanbanik/kanbanik,Java,2,1,0.032126783,7.573333333,0.08,1,0.00850507,1,0,1,40430,40,project
mesos/storm,Java,7,1,0.203100992,7.93877551,1.959183673,1,0.326131924,0.996254682,1,0,11410,80,project
jenkinsci/gitlab-plugin,Java,30,1,0.038504295,16.21917808,10.4109589,1,0.289031225,0.96350365,0.078431373,0,38056,70,project
annapawlicka/om-data-vis,Clojure,2,0,0.030927835,2.75,0,1,0,1,0,0,2256,5,project
sdkman/sdkman-cli,Gherkin,1,1,0.091825711,13.46875,6.229166667,1,0,0.958860759,0.933333333,0,10088,50,project
unitsofmeasurement/unit-tck,Java,1,0,0.32373678,3.514285714,0.314285714,1,0.900053447,1,0,1,6906,50,project
datasift/dropwizard-scala,Scala,1,0,0.113980081,1.98245614,0.263157895,1,0,1,0,1,4804,20,project
fperucic/treant-js,JavaScript,2,0,0.164634146,1.75,3.25,1,0,0.846153846,0,0,9042,20,project
yegor256/takes,Java,23,1,0.464152691,41.77941176,9.573529412,1,0.469442166,0.99609375,0.636363636,1,53230,80,project
dmlc/mshadow,C++,14,1,0.210364176,13.62686567,1.328358209,1,0.023818598,1,0,0,28708,70,project
intel-hadoop/chimera,Java,5,1,0.269653423,18,3.5,1,0.261955367,0.966942149,0,0,20736,70,project
vega/vega-lite,TypeScript,2,0,0.0230851,124.2173913,6.507246377,1,0,0,0.185368149,0,446624,35,project
rrd4j/rrd4j,Java,2,0,0.287702256,5.583333333,0.916666667,1,0.228402472,0.96,0,1,47808,50,project
mojohaus/flatten-maven-plugin,Java,8,1,0.231886506,3.116883117,1.350649351,1,0.026521591,0.897435897,0.166666667,1,18192,80,project
django-import-export/django-import-export,Python,16,1,0.182424118,12.72043011,7.483870968,1,0.814464055,0.987951807,0.564102564,0,15946,80,project
gravitee-io/gravitee-gateway,Java,3,1,0.160961849,25.38095238,8.365079365,1,0.345063965,0.988035892,0.111111111,1,111238,60,project
HowardHinnant/date,C++,8,1,0.131956364,11.24590164,5.868852459,1,0.216894898,0.973988439,1,1,59678,80,project
himynameisdave/postcss-plugins,JavaScript,45,0,0.007832505,12.84482759,0.551724138,1,0,1,0.461538462,0,13174,60,project
ARMmbed/mbed-os,C,89,1,0.303841541,344.4555556,3.422222222,1,0.004116823,0,0.694669205,1,12915154,65,project
okoala/vue-antd,CSS,1,0,0.047961438,38.8,4.3,1,0,0.933333333,0.985915493,0,47402,40,project
scribejava/scribejava,Java,8,0,0.103655793,9.841666667,4.775,1,0.130458077,0.981481481,0,1,31874,70,project
opencypher/openCypher,Java,7,1,0.214468417,20.13432836,2.104477612,1,0.180967457,0.95620438,0,1,108716,70,project
Kronuz/IndentSize,Python,2,0,0.06043956,0.358974359,0.025641026,1,0,1,0,0,342,10,project
devopsdays/devopsdays-web,HTML,89,1,0.013620407,469.8275862,6.362068966,1,0,0,0,1,2484994,45,project
apple/swift,C++,43,0,0.198520923,922.8595041,4.107438017,1,0.025041908,0,0.953470437,1,3734838,75,project
shekhargulati/52-technologies-in-2016,JavaScript,1,0,0.310401652,4.594594595,1.405405405,1,0,1,0,0,284560,40,project
ashish1294/code-now,JavaScript,2,0,0.102857143,4.117647059,1.117647059,1,0,1,1,0,1256,50,project
NordicSemiconductor/pc-ble-driver-py,Python,7,0,0.152282769,7.02,1.06,1,0.246027295,0.995535714,0.894736842,0,11512,80,project
lumoslabs/aleph,JavaScript,3,1,0.067500829,4.869565217,0.934782609,1,0,1,0.0625,1,106870,50,project
apache/apex-malhar,Java,15,1,0.295271272,75.27160494,8.543209877,1,0.339889167,0.989787234,0,1,417556,70,project
gucumber/gucumber,Go,1,1,0.049099836,2.294117647,0.764705882,1,0,0.954545455,0,0,3486,10,project
django-fluent/django-fluent-contents,Python,1,1,0.244499044,9.102040816,0.683673469,1,0.090236491,0.950819672,0.230769231,0,27674,60,project
inaka/cowboy_swagger,Erlang,9,1,0.130108032,2.724137931,0.913793103,1,0,1,0,1,3704,40,project
confluentinc/kafka-connect-storage-common,Java,8,0,0.201659125,22.33333333,0.622222222,1,0.408073818,0.944186047,0,0,10586,70,project
gglanzani/spark-partitionr,Python,1,0,0.334215168,4.666666667,0,1,0.287878788,1,0,0,1510,45,project
swagger-api/swagger-ui,JavaScript,22,0,0.026412776,40.8440367,4.908256881,1,0,0,0.919407243,1,142650,55,project
moby/moby,Go,88,0,0.108889424,427.6483516,0,1,0,0,0,0,2567106,50,project
zalando-nakadi/reactive-nakadi,Scala,3,1,0.033673855,12.66666667,0.75,1,0,0.96,1,1,5108,40,project
matthewoden/Elixir-HttpBuilder,Elixir,1,0,0.188019967,3.857142857,0.428571429,1,0,1,0,0,1952,40,project
SCons/scons,Python,6,1,0.190347925,28.82173913,2.795652174,1,0.245583078,0.976167779,0.307692308,1,1056264,80,project
aws/amazon-vpc-cni-k8s,Go,19,1,0.103957675,22.38235294,14.02941176,1,0,0.99113082,0.676470588,1,52164,70,project
keras-team/keras-contrib,Python,9,1,0.293779549,17.02941176,6.647058824,1,0.234413247,0.936090226,0.6,0,15236,80,project
apache/freemarker-site,HTML,2,0,0.024028269,3.5,0.152777778,1,0,1,0,0,5524,30,project
dlwh/breeze,Scala,6,1,0.206379739,35.46987952,0.228915663,1,0,1,0,1,79216,60,project
ipython/ipython,Python,16,1,0.494216915,135.2472527,0,1,0.46169907,0,0,1,113172,60,project
seajs/seajs,JavaScript,1,1,0.048215686,27.39130435,1.706521739,1,0,0.993589744,0.2,0,359310,40,project
middleman/middleman,Ruby,3,1,0.146694929,25.63157895,0.992481203,1,0.063937658,0.991555243,0.136363636,1,74072,60,project
pallets/flask,Python,71,0,0.234013883,32.096,0.152,1,0.581362855,0,0,0,37518,65,project
ansible/ansible,Python,446,1,0.248119368,496.4509804,0,1,0.07715805,0,0.380797924,1,606100,70,project
linkedin/datafu,Java,4,0,0.032679739,11.75757576,0.909090909,0,0,0.992,0,0,296,30,project
docopt/docopt.coffee,CoffeeScript,2,0,0.151717239,3.727272727,1.181818182,1,0,0.444444444,0,0,5088,35,project
d3/d3,JavaScript,2,0,0,35.94117647,0.042016807,1,0,0.997706422,0.333333333,1,5304,40,project
jruby/jruby,Ruby,12,1,0.118150068,212.9342105,2.723684211,1,0.645581417,0,0.176470588,0,1753354,75,project
msmhq/msm,Shell,3,1,0.198312236,6.414893617,3.138297872,1,0,0.882716049,0,1,7600,40,project
WebApiContrib/WebAPIContrib,C#,6,1,0.052756654,5.94,1.06,1,0.308663804,0.993006993,0,0,11958,60,project
nathanmarz/storm,Java,6,0,0.179405431,67.84615385,11.69230769,1,0,0.917410714,0,1,136414,60,project
libgit2/objective-git,Objective-C,13,1,0.278207475,32.98989899,1.747474747,1,0,0.98556701,1,1,24450,70,project
sixohsix/twitter,Python,9,1,0.186453773,4.712328767,1.828767123,1,0.093435221,0.98467433,0.285714286,1,6318,80,project
lemire/FastPFor,C++,1,1,0.035759991,4.614583333,0.302083333,1,0.010780806,0.988235294,0,1,132610,40,project
amplab/shark,Scala,10,0,0.253236846,44.86206897,10.37931034,1,0,0.97740113,0,1,34260,60,project
michaelfairley/mincemeatpy,Python,1,1,0.058411215,1.333333333,0.128205128,1,0,1,0,1,806,10,project
CodeNarc/CodeNarc,Groovy,3,1,0.222850596,15.90647482,2.510791367,1,0,0.9921875,0.888888889,1,170948,50,project
ryanb/letter_opener,Ruby,13,1,0.001020408,2.735294118,0.784313725,1,0.698591549,0.993975904,0.5,1,1958,50,project
andymccurdy/redis-py,Python,29,1,0.210036557,11.94573643,6.410852713,1,0.088733918,0.980437284,0.333333333,0,19016,80,project
sympy/sympy,Python,102,1,0.27039115,283.5477707,0,1,0.000868889,0,0.634146341,1,883514,60,project
mongodb/mongo-java-driver,Java,6,1,0.195453358,51.94285714,4.1,1,0.188644661,0.979030144,0.124723247,0,782420,80,project
lukasolson/backbone-super,JavaScript,5,1,0.248732943,1.852941176,0.705882353,1,0,0.977777778,0.545454545,0,3854,50,project
swagger-api/swagger-ui,JavaScript,22,0,0.026412776,40.83486239,4.908256881,1,0,0,0.919407243,1,142650,55,project
mozilla/rhino,C++,8,1,0.152689481,14.51953125,1.44140625,1,0,0.962382445,0.000129968,1,921762,60,project
k9mail/k-9,Java,10,0,0.056823799,67.83098592,4.570422535,1,0.22244737,0,0.698412698,0,328214,65,project
jedi4ever/veewee,Shell,50,1,0.09670974,27.23863636,4.75,1,0,0.979282869,0.075471698,1,110308,70,project
notnoop/java-apns,Java,6,1,0.390121474,5.552941176,3.352941176,1,0.346249556,0.834710744,0,0,12150,70,project
bokmann/business_time,Ruby,12,1,0.034194529,3.154639175,0.845360825,1,0.742702252,0.962566845,0.75,1,5084,70,project
futuretap/InAppSettingsKit,Objective-C,14,1,0.083687505,5.582677165,2.062992126,1,0.063868143,1,0.272727273,1,23716,80,project
mstein/elasticsearch-grails-plugin,Groovy,5,0,0.1545713,5.575,1.1,1,0,0.953846154,0,1,11300,60,project
guzzle/guzzle,PHP,9,0,0.213339872,31.02654867,1.938053097,1,0.589755369,0.954656863,0.764705882,0,25664,80,project
philogb/jit,JavaScript,2,0,0.184760756,8.107692308,2.184615385,1,0,0.943181818,1,1,137870,50,project
jknack/handlebars.java,Java,1,1,0.259731872,10.30526316,6.421052632,1,0.571961766,0.963302752,0,0,66482,50,project
STEllAR-GROUP/hpx,C++,9,0,0.186185159,162.0939597,0.718120805,1,0.058118154,0,0.08,1,894376,75,project
blynn/gitmagic,Makefile,16,0,0.249038462,5.337837838,0.081081081,1,0,0.965116279,0,0,9372,60,project
tj/git-extras,Shell,35,1,0.048887846,12.30578512,2.636363636,1,0,0.971717172,0,0,32412,50,project
aterrien/jQuery-Knob,JavaScript,4,0,0.106591143,2.854166667,5.583333333,1,0,0.593495935,0.6,1,3470,30,project
django-extensions/django-extensions,Python,74,1,0.142352682,22.33333333,4.797385621,1,0.449655647,0.987012987,0.756097561,1,38860,80,project
kafka-dev/kafka,Shell,6,0,0.179216226,42.88888889,2.333333333,1,0,0.933333333,0,0,100198,60,project
tinkerpop/rexster,Java,2,1,0.071691733,17.54444444,0.5,1,0.38922079,0.9625,0,1,189982,50,project
zeromq/libzmq,C++,38,1,0.190375117,60.96240602,1.22556391,1,0.022986071,0,0.315789474,1,163256,75,project
midgetspy/Sick-Beard,Python,3,1,0.171370589,52.34210526,13.01315789,1,0.016799692,0.894540015,0,1,176392,50,project
